invoice_date,product_name,product_rank,product_category,product_details,brand_name,location,product_price,units_sold,dow,week,yr,week_year,month,floor_month
2018-05-25T01:01:39Z,Pineapple,33,Crumble,Crumble,Waxman Concentrates,California,64.72,3,24,21,2018,2018-05-20T07:00:00Z,May,2018-05-01T07:00:00Z
2018-05-25T04:57:35Z,Pineapple,33,Wax,Crumble,Waxman Concentrates,California,64.72,1,24,21,2018,2018-05-20T07:00:00Z,May,2018-05-01T07:00:00Z
2018-05-25T08:33:45Z,Pineapple,33,Concentrate,Wax,Waxman Concentrates,California,79.52,1,25,21,2018,2018-05-20T07:00:00Z,May,2018-05-01T07:00:00Z
2018-05-25T08:40:34Z,Pineapple,33,Wax,Wax,Waxman Concentrates,California,79.52,6,25,21,2018,2018-05-20T07:00:00Z,May,2018-05-01T07:00:00Z
2018-05-25T09:46:03Z,Pineapple,33,Concentrate,Wax,The Clear Concentrate,California,79.52,5,25,21,2018,2018-05-20T07:00:00Z,May,2018-05-01T07:00:00Z
2018-05-25T10:02:53Z,Pineapple,33,Wax,Wax,The Clear Concentrate,California,79.52,10,25,21,2018,2018-05-20T07:00:00Z,May,2018-05-01T07:00:00Z
2018-05-25T16:57:45Z,Pineapple,33,Concentrate,Shatter,Holy Water Extracts,California,48.2,9,25,21,2018,2018-05-20T07:00:00Z,May,2018-05-01T07:00:00Z
2018-05-25T17:38:35Z,Pineapple,33,Shatter,Shatter,Holy Water Extracts,California,48.2,3,25,21,2018,2018-05-20T07:00:00Z,May,2018-05-01T07:00:00Z
2018-05-25T21:25:04Z,Pineapple,33,Vapes,Vaporizer Cartridge,Brite Labs,California,63.28,6,25,21,2018,2018-05-20T07:00:00Z,May,2018-05-01T07:00:00Z
2018-05-26T01:52:15Z,Pineapple,33,Vape Cartidge,Vaporizer Cartridge,Brite Labs,California,63.28,7,25,21,2018,2018-05-20T07:00:00Z,May,2018-05-01T07:00:00Z
2018-05-26T04:49:53Z,Pineapple,33,Concentrate,Oil,The Clear Concentrate,California,52.21,6,25,21,2018,2018-05-20T07:00:00Z,May,2018-05-01T07:00:00Z
2018-05-26T08:26:46Z,Pineapple,33,Oil,Oil,The Clear Concentrate,California,52.21,5,26,21,2018,2018-05-20T07:00:00Z,May,2018-05-01T07:00:00Z
2018-05-26T08:56:35Z,Pineapple,33,Concentrate,Wax,HGH Extractions,California,79.52,5,26,21,2018,2018-05-20T07:00:00Z,May,2018-05-01T07:00:00Z
2018-05-26T10:54:02Z,Pineapple,33,Wax,Wax,HGH Extractions,California,79.52,3,26,21,2018,2018-05-20T07:00:00Z,May,2018-05-01T07:00:00Z
2018-05-26T11:24:23Z,Grape Ape,34,Vapes,Vaporizer Cartridge,FlavRX,California,81.83,6,26,21,2018,2018-05-20T07:00:00Z,May,2018-05-01T07:00:00Z
2018-05-26T16:35:26Z,Grape Ape,34,Vape Cartidge,Vaporizer Cartridge,FlavRX,California,81.83,2,26,21,2018,2018-05-20T07:00:00Z,May,2018-05-01T07:00:00Z
2018-05-26T17:12:43Z,Grape Ape,34,Concentrate,Wax,Waxman Concentrates,California,82.8,8,26,21,2018,2018-05-20T07:00:00Z,May,2018-05-01T07:00:00Z
2018-05-26T22:28:36Z,Grape Ape,34,Wax,Wax,Waxman Concentrates,California,82.8,4,26,21,2018,2018-05-20T07:00:00Z,May,2018-05-01T07:00:00Z
2018-05-27T01:32:55Z,Cherry AK-47,35,Concentrate,Shatter,Crystal Clear Concentrates,California,26.04,4,26,21,2018,2018-05-20T07:00:00Z,May,2018-05-01T07:00:00Z
2018-05-27T05:34:31Z,Cherry AK-47,35,Shatter,Shatter,Crystal Clear Concentrates,California,26.04,4,26,21,2018,2018-05-20T07:00:00Z,May,2018-05-01T07:00:00Z
2018-05-27T05:48:39Z,Cherry AK-47,35,Concentrate,Crumble,Elicit Labs,California,18.11,10,26,21,2018,2018-05-20T07:00:00Z,May,2018-05-01T07:00:00Z
2018-05-27T12:07:45Z,Cherry AK-47,35,Crumble,Crumble,Elicit Labs,California,18.11,7,27,21,2018,2018-05-27T07:00:00Z,May,2018-05-01T07:00:00Z
2018-05-27T13:34:21Z,Cherry AK-47,35,Wax,Crumble,Elicit Labs,California,18.11,9,27,21,2018,2018-05-27T07:00:00Z,May,2018-05-01T07:00:00Z
2018-05-27T14:41:43Z,Thin Mint,36,Concentrate,Wax,HGH Extractions,California,55.1,6,27,21,2018,2018-05-27T07:00:00Z,May,2018-05-01T07:00:00Z
2018-05-27T14:43:30Z,Thin Mint,36,Wax,Wax,HGH Extractions,California,55.1,10,27,21,2018,2018-05-27T07:00:00Z,May,2018-05-01T07:00:00Z
2018-05-27T18:52:43Z,Thin Mint,36,Concentrate,Wax,Brite Labs,California,55.1,8,27,21,2018,2018-05-27T07:00:00Z,May,2018-05-01T07:00:00Z
2018-05-27T20:30:58Z,Thin Mint,36,Wax,Wax,Brite Labs,California,55.1,5,27,21,2018,2018-05-27T07:00:00Z,May,2018-05-01T07:00:00Z
2018-05-28T00:05:13Z,Thin Mint,36,Concentrate,Shatter,Golden State Labs,California,72.52,8,27,21,2018,2018-05-27T07:00:00Z,May,2018-05-01T07:00:00Z
2018-05-28T01:05:39Z,Thin Mint,36,Shatter,Shatter,Golden State Labs,California,72.52,6,27,21,2018,2018-05-27T07:00:00Z,May,2018-05-01T07:00:00Z
2018-05-28T02:53:41Z,Thin Mint,36,Concentrate,Crumble,Skunk Feather Concentrates,California,41.18,7,27,21,2018,2018-05-27T07:00:00Z,May,2018-05-01T07:00:00Z
2018-05-28T07:20:27Z,Thin Mint,36,Crumble,Crumble,Skunk Feather Concentrates,California,41.18,9,28,22,2018,2018-05-27T07:00:00Z,May,2018-05-01T07:00:00Z
2018-05-28T08:39:11Z,Thin Mint,36,Wax,Crumble,Skunk Feather Concentrates,California,41.18,1,28,22,2018,2018-05-27T07:00:00Z,May,2018-05-01T07:00:00Z
2018-05-28T13:27:00Z,Thin Mint,36,Concentrate,Crumble,Waxman Concentrates,California,41.18,6,28,22,2018,2018-05-27T07:00:00Z,May,2018-05-01T07:00:00Z
2018-05-28T14:38:38Z,Thin Mint,36,Crumble,Crumble,Waxman Concentrates,California,41.18,10,28,22,2018,2018-05-27T07:00:00Z,May,2018-05-01T07:00:00Z
2018-05-28T19:57:48Z,Thin Mint,36,Wax,Crumble,Waxman Concentrates,California,41.18,9,28,22,2018,2018-05-27T07:00:00Z,May,2018-05-01T07:00:00Z
2018-05-29T07:52:15Z,Thin Mint,36,Concentrate,Shatter,O Snap Extracts,California,72.52,1,29,22,2018,2018-05-27T07:00:00Z,May,2018-05-01T07:00:00Z
2018-05-29T09:06:35Z,Thin Mint,36,Shatter,Shatter,O Snap Extracts,California,72.52,3,29,22,2018,2018-05-27T07:00:00Z,May,2018-05-01T07:00:00Z
2018-05-29T20:51:55Z,Thin Mint,36,Concentrate,Crumble,Elicit Labs,California,41.18,6,29,22,2018,2018-05-27T07:00:00Z,May,2018-05-01T07:00:00Z
2018-05-29T22:12:04Z,Thin Mint,36,Crumble,Crumble,Elicit Labs,California,41.18,1,29,22,2018,2018-05-27T07:00:00Z,May,2018-05-01T07:00:00Z
2018-05-30T02:43:23Z,Thin Mint,36,Wax,Crumble,Elicit Labs,California,41.18,3,29,22,2018,2018-05-27T07:00:00Z,May,2018-05-01T07:00:00Z
2018-05-30T06:21:44Z,Thin Mint,36,Concentrate,Oil,Ganja Gold,California,70.58,8,29,22,2018,2018-05-27T07:00:00Z,May,2018-05-01T07:00:00Z
2018-05-30T06:47:59Z,Thin Mint,36,Oil,Oil,Ganja Gold,California,70.58,3,29,22,2018,2018-05-27T07:00:00Z,May,2018-05-01T07:00:00Z
2018-05-30T08:31:20Z,Thin Mint,36,Concentrate,Shatter,HGH Extractions,California,72.52,8,30,22,2018,2018-05-27T07:00:00Z,May,2018-05-01T07:00:00Z
2018-05-30T22:01:48Z,Thin Mint,36,Shatter,Shatter,HGH Extractions,California,72.52,4,30,22,2018,2018-05-27T07:00:00Z,May,2018-05-01T07:00:00Z
2018-05-31T13:33:04Z,ACDC (AC/DC),37,Vapes,Vaporizer Cartridge,AbsoluteXtracts,California,5.89,7,31,22,2018,2018-05-27T07:00:00Z,May,2018-05-01T07:00:00Z
2018-05-31T22:18:38Z,ACDC (AC/DC),37,Vape Cartidge,Vaporizer Cartridge,AbsoluteXtracts,California,5.89,5,31,22,2018,2018-05-27T07:00:00Z,May,2018-05-01T07:00:00Z
2018-06-01T05:35:32Z,ACDC (AC/DC),37,Vapes,Vaporizer Cartridge,Emerald Farms,California,5.89,5,31,22,2018,2018-05-27T07:00:00Z,May,2018-05-01T07:00:00Z
2018-06-01T08:08:09Z,ACDC (AC/DC),37,Vape Cartidge,Vaporizer Cartridge,Emerald Farms,California,5.89,7,1,22,2018,2018-05-27T07:00:00Z,May,2018-05-01T07:00:00Z
2018-06-01T08:54:08Z,ACDC (AC/DC),37,Vapes,Vaporizer Cartridge,W Vapes,California,5.89,9,1,22,2018,2018-05-27T07:00:00Z,May,2018-05-01T07:00:00Z
2018-06-01T13:56:48Z,ACDC (AC/DC),37,Vape Cartidge,Vaporizer Cartridge,W Vapes,California,5.89,3,1,22,2018,2018-05-27T07:00:00Z,May,2018-05-01T07:00:00Z
2018-06-01T14:04:00Z,ACDC (AC/DC),37,Concentrate,Shatter,Waxman Concentrates,California,99.69,5,1,22,2018,2018-05-27T07:00:00Z,May,2018-05-01T07:00:00Z
2018-06-01T14:48:03Z,ACDC (AC/DC),37,Shatter,Shatter,Waxman Concentrates,California,99.69,5,1,22,2018,2018-05-27T07:00:00Z,May,2018-05-01T07:00:00Z
2018-06-01T17:52:22Z,ACDC (AC/DC),37,Concentrate,Oil,Amber Alchemy,California,89.76,3,1,22,2018,2018-05-27T07:00:00Z,May,2018-05-01T07:00:00Z
2018-06-02T00:14:52Z,ACDC (AC/DC),37,Oil,Oil,Amber Alchemy,California,89.76,8,1,22,2018,2018-05-27T07:00:00Z,May,2018-05-01T07:00:00Z
2018-06-02T02:16:10Z,ACDC (AC/DC),37,Concentrate,Shatter,Holy Water Extracts,California,99.69,9,1,22,2018,2018-05-27T07:00:00Z,May,2018-05-01T07:00:00Z
2018-06-02T09:06:40Z,ACDC (AC/DC),37,Shatter,Shatter,Holy Water Extracts,California,99.69,3,2,22,2018,2018-05-27T07:00:00Z,May,2018-05-01T07:00:00Z
2018-06-03T00:18:31Z,ACDC (AC/DC),37,Concentrate,Oil,Care By Design,California,89.76,2,2,22,2018,2018-05-27T07:00:00Z,May,2018-05-01T07:00:00Z
2018-06-03T04:59:32Z,ACDC (AC/DC),37,Oil,Oil,Care By Design,California,89.76,2,2,22,2018,2018-05-27T07:00:00Z,May,2018-05-01T07:00:00Z
2018-06-03T08:23:54Z,Fire OG,38,Vapes,Vaporizer Cartridge,Bhang,California,98.44,7,3,22,2018,2018-06-03T07:00:00Z,Jun,2018-06-01T07:00:00Z
2018-06-03T10:42:54Z,Fire OG,38,Vape Cartidge,Vaporizer Cartridge,Bhang,California,98.44,9,3,22,2018,2018-06-03T07:00:00Z,Jun,2018-06-01T07:00:00Z
2018-06-03T11:41:20Z,Fire OG,38,Concentrate,Wax,West Coast Cure,California,15.77,4,3,22,2018,2018-06-03T07:00:00Z,Jun,2018-06-01T07:00:00Z
2018-06-03T17:25:49Z,Fire OG,38,Wax,Wax,West Coast Cure,California,15.77,7,3,22,2018,2018-06-03T07:00:00Z,Jun,2018-06-01T07:00:00Z
2018-06-03T22:52:46Z,Fire OG,38,Vapes,Vaporizer Disposable,W Vapes,California,38.41,3,3,22,2018,2018-06-03T07:00:00Z,Jun,2018-06-01T07:00:00Z
2018-06-03T23:49:46Z,Fire OG,38,Disposable Vape,Vaporizer Disposable,W Vapes,California,38.41,8,3,22,2018,2018-06-03T07:00:00Z,Jun,2018-06-01T07:00:00Z
2018-06-04T05:10:33Z,Fire OG,38,Concentrate,Wax,Waxman Concentrates,California,15.77,2,3,22,2018,2018-06-03T07:00:00Z,Jun,2018-06-01T07:00:00Z
2018-06-04T05:51:02Z,Fire OG,38,Wax,Wax,Waxman Concentrates,California,15.77,8,3,22,2018,2018-06-03T07:00:00Z,Jun,2018-06-01T07:00:00Z
2018-06-04T08:08:27Z,Fire OG,38,Vapes,Vaporizer Cartridge,American Flower,California,98.44,6,4,23,2018,2018-06-03T07:00:00Z,Jun,2018-06-01T07:00:00Z
2018-06-04T10:37:42Z,Fire OG,38,Vape Cartidge,Vaporizer Cartridge,American Flower,California,98.44,5,4,23,2018,2018-06-03T07:00:00Z,Jun,2018-06-01T07:00:00Z
2018-06-04T13:07:17Z,Fire OG,38,Concentrate,Shatter,West Coast Cure,California,80.59,9,4,23,2018,2018-06-03T07:00:00Z,Jun,2018-06-01T07:00:00Z
2018-06-04T15:03:51Z,Fire OG,38,Shatter,Shatter,West Coast Cure,California,80.59,2,4,23,2018,2018-06-03T07:00:00Z,Jun,2018-06-01T07:00:00Z
2018-06-04T16:34:48Z,Fire OG,38,Vapes,Vaporizer Cartridge,Dank Tank,California,98.44,6,4,23,2018,2018-06-03T07:00:00Z,Jun,2018-06-01T07:00:00Z
2018-06-04T18:06:40Z,Fire OG,38,Vape Cartidge,Vaporizer Cartridge,Dank Tank,California,98.44,3,4,23,2018,2018-06-03T07:00:00Z,Jun,2018-06-01T07:00:00Z
2018-06-04T21:23:33Z,Fire OG,38,Concentrate,Oil,Dank Tank,California,83.43,1,4,23,2018,2018-06-03T07:00:00Z,Jun,2018-06-01T07:00:00Z
2018-06-05T02:07:48Z,Fire OG,38,Oil,Oil,Dank Tank,California,83.43,5,4,23,2018,2018-06-03T07:00:00Z,Jun,2018-06-01T07:00:00Z
2018-06-05T11:53:16Z,Fire OG,38,Vapes,Vaporizer Cartridge,Banzai Vapes,California,98.44,6,5,23,2018,2018-06-03T07:00:00Z,Jun,2018-06-01T07:00:00Z
2018-06-05T16:48:20Z,Fire OG,38,Vape Cartidge,Vaporizer Cartridge,Banzai Vapes,California,98.44,8,5,23,2018,2018-06-03T07:00:00Z,Jun,2018-06-01T07:00:00Z
2018-06-05T18:26:13Z,Super Silver Haze (SSH),39,Concentrate,Wax,Waxman Concentrates,California,38.1,7,5,23,2018,2018-06-03T07:00:00Z,Jun,2018-06-01T07:00:00Z
2018-06-05T20:43:14Z,Super Silver Haze (SSH),39,Wax,Wax,Waxman Concentrates,California,38.1,3,5,23,2018,2018-06-03T07:00:00Z,Jun,2018-06-01T07:00:00Z
2018-06-06T02:16:36Z,Super Silver Haze (SSH),39,Concentrate,Shatter,Royal Ambrosia,California,60.3,2,5,23,2018,2018-06-03T07:00:00Z,Jun,2018-06-01T07:00:00Z
2018-06-06T04:09:49Z,Super Silver Haze (SSH),39,Shatter,Shatter,Royal Ambrosia,California,60.3,5,5,23,2018,2018-06-03T07:00:00Z,Jun,2018-06-01T07:00:00Z
2018-06-06T04:45:11Z,Super Silver Haze (SSH),39,Concentrate,Crumble,Waxman Concentrates,California,63.14,9,5,23,2018,2018-06-03T07:00:00Z,Jun,2018-06-01T07:00:00Z
2018-06-06T06:39:55Z,Super Silver Haze (SSH),39,Crumble,Crumble,Waxman Concentrates,California,63.14,9,5,23,2018,2018-06-03T07:00:00Z,Jun,2018-06-01T07:00:00Z
2018-06-06T13:29:31Z,Super Silver Haze (SSH),39,Wax,Crumble,Waxman Concentrates,California,63.14,9,6,23,2018,2018-06-03T07:00:00Z,Jun,2018-06-01T07:00:00Z
2018-06-06T16:15:05Z,Super Silver Haze (SSH),39,Concentrate,Shatter,West Coast Cure,California,60.3,1,6,23,2018,2018-06-03T07:00:00Z,Jun,2018-06-01T07:00:00Z
2018-06-07T02:21:53Z,Super Silver Haze (SSH),39,Shatter,Shatter,West Coast Cure,California,60.3,7,6,23,2018,2018-06-03T07:00:00Z,Jun,2018-06-01T07:00:00Z
2018-06-07T07:08:09Z,Super Silver Haze (SSH),39,Concentrate,Oil,Eureka Vapor,California,23.71,3,7,23,2018,2018-06-03T07:00:00Z,Jun,2018-06-01T07:00:00Z
2018-06-07T09:28:40Z,Super Silver Haze (SSH),39,Oil,Oil,Eureka Vapor,California,23.71,4,7,23,2018,2018-06-03T07:00:00Z,Jun,2018-06-01T07:00:00Z
2018-06-08T08:13:20Z,Super Silver Haze (SSH),39,Vapes,Vaporizer Cartridge,Eureka Vapor,California,29.72,6,8,23,2018,2018-06-03T07:00:00Z,Jun,2018-06-01T07:00:00Z
2018-06-08T08:55:55Z,Super Silver Haze (SSH),39,Vape Cartidge,Vaporizer Cartridge,Eureka Vapor,California,29.72,8,8,23,2018,2018-06-03T07:00:00Z,Jun,2018-06-01T07:00:00Z
2018-06-08T09:43:57Z,Super Silver Haze (SSH),39,Concentrate,Shatter,Roil Extracts,California,60.3,3,8,23,2018,2018-06-03T07:00:00Z,Jun,2018-06-01T07:00:00Z
2018-06-08T10:00:14Z,Super Silver Haze (SSH),39,Shatter,Shatter,Roil Extracts,California,60.3,7,8,23,2018,2018-06-03T07:00:00Z,Jun,2018-06-01T07:00:00Z
2018-06-08T10:11:55Z,Super Silver Haze (SSH),39,Concentrate,Shatter,Stagecoach,California,60.3,5,8,23,2018,2018-06-03T07:00:00Z,Jun,2018-06-01T07:00:00Z
2018-06-08T14:50:10Z,Super Silver Haze (SSH),39,Shatter,Shatter,Stagecoach,California,60.3,8,8,23,2018,2018-06-03T07:00:00Z,Jun,2018-06-01T07:00:00Z
2018-06-08T19:33:10Z,Lemon OG Kush,40,Concentrate,Wax,Dixie Elixirs & Edibles,Colorado,8.73,7,8,23,2018,2018-06-03T07:00:00Z,Jun,2018-06-01T07:00:00Z
2018-06-08T19:54:57Z,Lemon OG Kush,40,Wax,Wax,Dixie Elixirs & Edibles,Colorado,8.73,4,8,23,2018,2018-06-03T07:00:00Z,Jun,2018-06-01T07:00:00Z
2018-06-08T23:03:12Z,Lemon OG Kush,40,Concentrate,Shatter,West Coast Cure,California,95.54,7,8,23,2018,2018-06-03T07:00:00Z,Jun,2018-06-01T07:00:00Z
2018-06-09T03:06:23Z,Lemon OG Kush,40,Shatter,Shatter,West Coast Cure,California,95.54,4,8,23,2018,2018-06-03T07:00:00Z,Jun,2018-06-01T07:00:00Z
2018-06-09T05:21:23Z,Lemon OG Kush,40,Concentrate,Oil,The Clear Concentrate,California,52.38,6,8,23,2018,2018-06-03T07:00:00Z,Jun,2018-06-01T07:00:00Z
2018-06-09T06:30:02Z,Lemon OG Kush,40,Oil,Oil,The Clear Concentrate,California,52.38,9,8,23,2018,2018-06-03T07:00:00Z,Jun,2018-06-01T07:00:00Z
2018-06-09T10:09:28Z,Lemon OG Kush,40,Concentrate,Wax,BAMF Extractions,California,8.73,7,9,23,2018,2018-06-03T07:00:00Z,Jun,2018-06-01T07:00:00Z
2018-06-09T12:14:00Z,Lemon OG Kush,40,Wax,Wax,BAMF Extractions,California,8.73,5,9,23,2018,2018-06-03T07:00:00Z,Jun,2018-06-01T07:00:00Z
2018-06-09T12:25:34Z,Lemon OG Kush,40,Concentrate,Shatter,HGH Extractions,California,95.54,10,9,23,2018,2018-06-03T07:00:00Z,Jun,2018-06-01T07:00:00Z
2018-06-09T14:34:03Z,Lemon OG Kush,40,Shatter,Shatter,HGH Extractions,California,95.54,4,9,23,2018,2018-06-03T07:00:00Z,Jun,2018-06-01T07:00:00Z
2018-06-09T14:50:17Z,Skywalker,41,Concentrate,Oil,Imperial Extracts,California,82.57,9,9,23,2018,2018-06-03T07:00:00Z,Jun,2018-06-01T07:00:00Z
2018-06-09T15:27:13Z,Skywalker,41,Oil,Oil,Imperial Extracts,California,82.57,2,9,23,2018,2018-06-03T07:00:00Z,Jun,2018-06-01T07:00:00Z
2018-06-09T23:32:42Z,Skywalker,41,Concentrate,Shatter,Shango,Nevada,76.45,8,9,23,2018,2018-06-03T07:00:00Z,Jun,2018-06-01T07:00:00Z
2018-06-10T00:18:37Z,Skywalker,41,Shatter,Shatter,Shango,Nevada,76.45,7,9,23,2018,2018-06-03T07:00:00Z,Jun,2018-06-01T07:00:00Z
2018-06-10T02:14:05Z,Skywalker,41,Concentrate,Wax,710 Labs,California,51.4,6,9,23,2018,2018-06-03T07:00:00Z,Jun,2018-06-01T07:00:00Z
2018-06-10T07:12:52Z,Skywalker,41,Wax,Wax,710 Labs,California,51.4,3,10,23,2018,2018-06-10T07:00:00Z,Jun,2018-06-01T07:00:00Z
2018-06-10T20:14:36Z,Skywalker,41,Vapes,Vaporizer Cartridge,Pure Vape,California,33.87,5,10,23,2018,2018-06-10T07:00:00Z,Jun,2018-06-01T07:00:00Z
2018-06-11T00:43:41Z,Skywalker,41,Vape Cartidge,Vaporizer Cartridge,Pure Vape,California,33.87,7,10,23,2018,2018-06-10T07:00:00Z,Jun,2018-06-01T07:00:00Z
2018-06-11T02:05:18Z,Skywalker,41,Concentrate,Oil,Dank Tank,California,82.57,7,10,23,2018,2018-06-10T07:00:00Z,Jun,2018-06-01T07:00:00Z
2018-06-11T03:16:14Z,Skywalker,41,Oil,Oil,Dank Tank,California,82.57,7,10,23,2018,2018-06-10T07:00:00Z,Jun,2018-06-01T07:00:00Z
2018-06-11T03:18:29Z,Skywalker,41,Vapes,Vaporizer Cartridge,Dank Tank,California,33.87,4,10,23,2018,2018-06-10T07:00:00Z,Jun,2018-06-01T07:00:00Z
2018-06-11T06:08:12Z,Skywalker,41,Vape Cartidge,Vaporizer Cartridge,Dank Tank,California,33.87,6,10,23,2018,2018-06-10T07:00:00Z,Jun,2018-06-01T07:00:00Z
2018-06-11T12:15:24Z,Skywalker,41,Concentrate,Shatter,West Coast Cure,California,76.45,5,11,24,2018,2018-06-10T07:00:00Z,Jun,2018-06-01T07:00:00Z
2018-06-11T17:27:04Z,Skywalker,41,Shatter,Shatter,West Coast Cure,California,76.45,5,11,24,2018,2018-06-10T07:00:00Z,Jun,2018-06-01T07:00:00Z
2018-06-11T17:30:58Z,Skywalker,41,Vapes,Vaporizer Cartridge,Eureka Vapor,California,33.87,6,11,24,2018,2018-06-10T07:00:00Z,Jun,2018-06-01T07:00:00Z
2018-06-11T21:52:58Z,Skywalker,41,Vape Cartidge,Vaporizer Cartridge,Eureka Vapor,California,33.87,3,11,24,2018,2018-06-10T07:00:00Z,Jun,2018-06-01T07:00:00Z
2018-06-12T01:52:06Z,Skywalker,41,Vapes,Vaporizer Cartridge,Banzai Vapes,California,33.87,8,11,24,2018,2018-06-10T07:00:00Z,Jun,2018-06-01T07:00:00Z
2018-06-12T02:06:40Z,Skywalker,41,Vape Cartidge,Vaporizer Cartridge,Banzai Vapes,California,33.87,6,11,24,2018,2018-06-10T07:00:00Z,Jun,2018-06-01T07:00:00Z
2018-06-12T05:36:30Z,Skywalker,41,Concentrate,Oil,FlavRX,California,82.57,2,11,24,2018,2018-06-10T07:00:00Z,Jun,2018-06-01T07:00:00Z
2018-06-12T09:31:35Z,Skywalker,41,Oil,Oil,FlavRX,California,82.57,9,12,24,2018,2018-06-10T07:00:00Z,Jun,2018-06-01T07:00:00Z
2018-06-12T16:12:17Z,Skywalker,41,Vapes,Vaporizer Cartridge,FlavRX,California,33.87,7,12,24,2018,2018-06-10T07:00:00Z,Jun,2018-06-01T07:00:00Z
2018-06-12T18:01:01Z,Skywalker,41,Vape Cartidge,Vaporizer Cartridge,FlavRX,California,33.87,9,12,24,2018,2018-06-10T07:00:00Z,Jun,2018-06-01T07:00:00Z
2018-06-12T20:23:16Z,Skywalker,41,Concentrate,Oil,Eureka Vapor,California,82.57,10,12,24,2018,2018-06-10T07:00:00Z,Jun,2018-06-01T07:00:00Z
2018-06-12T20:28:36Z,Skywalker,41,Oil,Oil,Eureka Vapor,California,82.57,3,12,24,2018,2018-06-10T07:00:00Z,Jun,2018-06-01T07:00:00Z
2018-06-12T20:57:30Z,Skywalker,41,Concentrate,Oil,HGH Extractions,California,82.57,8,12,24,2018,2018-06-10T07:00:00Z,Jun,2018-06-01T07:00:00Z
2018-06-13T00:10:25Z,Skywalker,41,Oil,Oil,HGH Extractions,California,82.57,9,12,24,2018,2018-06-10T07:00:00Z,Jun,2018-06-01T07:00:00Z
2018-06-13T00:39:12Z,Skywalker,41,Vapes,Vaporizer Disposable,W Vapes,California,56.3,4,12,24,2018,2018-06-10T07:00:00Z,Jun,2018-06-01T07:00:00Z
2018-06-13T06:29:09Z,Skywalker,41,Disposable Vape,Vaporizer Disposable,W Vapes,California,56.3,3,12,24,2018,2018-06-10T07:00:00Z,Jun,2018-06-01T07:00:00Z
2018-06-13T06:36:31Z,Louis XIII OG,42,Concentrate,Wax,Nameless Genetics,California,98.04,9,12,24,2018,2018-06-10T07:00:00Z,Jun,2018-06-01T07:00:00Z
2018-06-13T07:01:46Z,Louis XIII OG,42,Wax,Wax,Nameless Genetics,California,98.04,3,13,24,2018,2018-06-10T07:00:00Z,Jun,2018-06-01T07:00:00Z
2018-06-13T07:51:43Z,Louis XIII OG,42,Concentrate,Wax,IVXX,California,98.04,5,13,24,2018,2018-06-10T07:00:00Z,Jun,2018-06-01T07:00:00Z
2018-06-13T19:24:39Z,Louis XIII OG,42,Wax,Wax,IVXX,California,98.04,8,13,24,2018,2018-06-10T07:00:00Z,Jun,2018-06-01T07:00:00Z
2018-06-13T20:57:59Z,Louis XIII OG,42,Vapes,Vaporizer Cartridge,Dank Tank,California,97.67,4,13,24,2018,2018-06-10T07:00:00Z,Jun,2018-06-01T07:00:00Z
2018-06-13T20:59:17Z,Louis XIII OG,42,Vape Cartidge,Vaporizer Cartridge,Dank Tank,California,97.67,9,13,24,2018,2018-06-10T07:00:00Z,Jun,2018-06-01T07:00:00Z
2018-06-14T00:37:03Z,Louis XIII OG,42,Vapes,Vaporizer Cartridge,Eureka Vapor,California,97.67,9,13,24,2018,2018-06-10T07:00:00Z,Jun,2018-06-01T07:00:00Z
2018-06-14T01:08:06Z,Louis XIII OG,42,Vape Cartidge,Vaporizer Cartridge,Eureka Vapor,California,97.67,4,13,24,2018,2018-06-10T07:00:00Z,Jun,2018-06-01T07:00:00Z
2018-06-14T02:10:27Z,Louis XIII OG,42,Concentrate,Shatter,HGH Extractions,California,64.96,7,13,24,2018,2018-06-10T07:00:00Z,Jun,2018-06-01T07:00:00Z
2018-06-14T15:48:22Z,Louis XIII OG,42,Shatter,Shatter,HGH Extractions,California,64.96,5,14,24,2018,2018-06-10T07:00:00Z,Jun,2018-06-01T07:00:00Z
2018-06-14T17:18:17Z,Louis XIII OG,42,Concentrate,Shatter,West Coast Cure,California,64.96,6,14,24,2018,2018-06-10T07:00:00Z,Jun,2018-06-01T07:00:00Z
2018-06-14T20:46:08Z,Louis XIII OG,42,Shatter,Shatter,West Coast Cure,California,64.96,5,14,24,2018,2018-06-10T07:00:00Z,Jun,2018-06-01T07:00:00Z
2018-06-15T10:48:45Z,Louis XIII OG,42,Concentrate,Oil,Eureka Vapor,California,41.26,8,15,24,2018,2018-06-10T07:00:00Z,Jun,2018-06-01T07:00:00Z
2018-06-15T21:03:23Z,Louis XIII OG,42,Oil,Oil,Eureka Vapor,California,41.26,9,15,24,2018,2018-06-10T07:00:00Z,Jun,2018-06-01T07:00:00Z
2018-06-15T21:26:55Z,Louis XIII OG,42,Concentrate,Wax,West Coast Cure,California,98.04,5,15,24,2018,2018-06-10T07:00:00Z,Jun,2018-06-01T07:00:00Z
2018-06-15T21:48:19Z,Louis XIII OG,42,Wax,Wax,West Coast Cure,California,98.04,6,15,24,2018,2018-06-10T07:00:00Z,Jun,2018-06-01T07:00:00Z
2018-06-16T03:58:47Z,Louis XIII OG,42,Concentrate,Shatter,BAMF Extractions,California,64.96,2,15,24,2018,2018-06-10T07:00:00Z,Jun,2018-06-01T07:00:00Z
