id,location,quantity,unit_price,cost_per_invoice,product_name,prod_name_count,product_category,invoice_date,dow,week,yr,week_year,month,floor_month,invoice_no,stock_code,product_details,brand,brand_name,brand_category
693,California,12,1.65,19.799999999999997,Supernaturals,12,Pre-Roll,2020-05-10,10,19,2020,2020-05-10,May,2020-05-01,552694,22077, Purple Rain,Natural Cannabis Company,HalfLit,Edibles
257,Colorado,12,1.25,15,Tarantula,12,Flowers,2020-06-08,8,23,2020,2020-06-07,Jun,2020-06-01,555949,21672, Girl Scout Cookies,Ganja Gold,CannaPunch,Edibles
257,Colorado,12,0.85,10.2,Tarantula,12,Pre-Roll,2020-02-06,6,6,2020,2020-02-02,Feb,2020-02-01,543279,21677, Girl Scout Cookies,Ganja Gold,CannaPunch,Edibles
295,Michigan,12,2.1,25.200000000000003,Tarantula,12,Flowers,2020-03-15,15,11,2020,2020-03-15,Mar,2020-03-01,546556,21181, Fire OG,Ganja Gold,CBD Only Company,Concentrates
295,Michigan,12,0.39,4.68,Tarantula,12,Flowers,2020-09-29,29,39,2020,2020-09-27,Sep,2020-09-01,568828,22396, Fire OG,Ganja Gold,CBD Only Company,Edibles
295,Michigan,12,1.65,19.799999999999997,Tarantula,12,Flowers,2020-01-27,27,4,2020,2020-01-26,Jan,2020-01-01,542369,22243, Fire OG,Ganja Gold,CBD Only Company,Medical
295,Michigan,12,1.65,19.799999999999997,Tarantula,12,Pre-Roll,2020-07-28,28,30,2020,2020-07-26,Jul,2020-07-01,561605,23297, Fire OG,Ganja Gold,CBD Only Company,Concentrates
295,Michigan,12,2.95,35.400000000000006,Tarantula,12,Pre-Roll,2020-03-23,23,12,2020,2020-03-22,Mar,2020-03-01,547511,22807, Fire OG,Ganja Gold,CBD Only Company,Edibles
295,Michigan,12,2.1,25.200000000000003,Tarantula,12,Pre-Roll,2020-09-30,30,40,2020,2020-09-27,Sep,2020-09-01,569015,23323, Fire OG,Ganja Gold,CBD Only Company,Medical
976,Oregon,12,2.1,25.200000000000003,Tarantula,12,Flowers,2020-11-13,13,46,2020,2020-11-08,Nov,2020-11-01,576053,22964, Sour Diesel,Ganja Gold,Madrone Farms,Flower
976,Oregon,12,1.25,15,Tarantula,12,Pre-Roll,2020-10-12,12,41,2020,2020-10-11,Oct,2020-10-01,570862,21915, Sour Diesel,Ganja Gold,Madrone Farms,Flower
1018,California,12,1.25,15,Tarantula,12,Flowers,2020-11-02,2,44,2020,2020-11-01,Nov,2020-11-01,573924,23351, Black Jack,Ganja Gold,Mello High Edibles,Edibles
1018,California,12,6.35,76.19999999999999,Tarantula,12,Pre-Roll,2020-05-20,20,21,2020,2020-05-17,May,2020-05-01,553979,20749, Black Jack,Ganja Gold,Mello High Edibles,Edibles
1026,California,12,1.65,19.799999999999997,Tarantula,12,Flowers,2020-07-21,21,29,2020,2020-07-19,Jul,2020-07-01,560892,23029, Tahoe OG,Ganja Gold,Mighty Meds,Vapes
1026,California,12,1.65,19.799999999999997,Tarantula,12,Flowers,2020-12-01,1,48,2020,2020-11-29,Nov,2020-11-01,580102,23301, Tahoe OG,Ganja Gold,Mighty Meds,Medical
1026,California,12,1.45,17.4,Tarantula,12,Flowers,2020-10-18,18,42,2020,2020-10-18,Oct,2020-10-01,571710,22646, Tahoe OG,Ganja Gold,Mighty Meds,Batteries
1026,California,12,2.1,25.200000000000003,Tarantula,12,Pre-Roll,2020-10-21,21,43,2020,2020-10-18,Oct,2020-10-01,572131,22865, Tahoe OG,Ganja Gold,Mighty Meds,Vapes
1026,California,12,1.25,15,Tarantula,12,Pre-Roll,2020-10-12,12,41,2020,2020-10-11,Oct,2020-10-01,570807,85179A, Tahoe OG,Ganja Gold,Mighty Meds,Medical
1026,California,12,1.25,15,Tarantula,12,Pre-Roll,2020-11-08,8,45,2020,2020-11-08,Nov,2020-11-01,575007,23570, Tahoe OG,Ganja Gold,Mighty Meds,Batteries
1490,Colorado,12,0.85,10.2,Pies,11,Edibles,2020-04-14,14,15,2020,2020-04-12,Apr,2020-04-01,550003,22595, Danish Apple,Buddha Bakes,The Dankery,Concentrates
1490,Colorado,12,0.42,5.04,Pies,11,Edibles,2020-05-11,11,19,2020,2020-05-10,May,2020-05-01,552724,22817, Danish Apple,Buddha Bakes,The Dankery,Medical
1491,California,12,0.85,10.2,Pies,11,Edibles,2020-01-12,12,2,2020,2020-01-12,Jan,2020-01-01,540907,21704, Dutch Apple,Buddha Bakes,The Doobie Company,Concentrates
1491,California,12,1.45,17.4,Pies,11,Edibles,2020-10-12,12,41,2020,2020-10-11,Oct,2020-10-01,570836,21891, Dutch Apple,Buddha Bakes,The Doobie Company,Vape Pens
1491,California,12,0.65,7.800000000000001,Pies,11,Edibles,2020-05-05,5,18,2020,2020-05-03,May,2020-05-01,551889,22920, Dutch Apple,Buddha Bakes,The Doobie Company,Edibles
1492,Michigan,12,1.65,19.799999999999997,Pies,11,Edibles,2020-02-25,25,8,2020,2020-02-23,Feb,2020-02-01,545004,22858, Sweet Potato,Buddha Bakes,The Flavor Meister,Flower
1492,Michigan,12,1.25,15,Pies,11,Edibles,2020-01-12,12,2,2020,2020-01-12,Jan,2020-01-01,540976,21877, Sweet Potato,Buddha Bakes,The Flavor Meister,Concentrates
1492,Michigan,12,1.25,15,Pies,11,Edibles,2020-12-20,20,51,2020,2020-12-20,Dec,2020-12-01,539497,22398, Sweet Potato,Buddha Bakes,The Flavor Meister,Edibles
1493,California,12,1.45,17.4,Pies,11,Edibles,2020-08-08,8,32,2020,2020-08-02,Aug,2020-08-01,562718,21974, Peach,Buddha Bakes,The Flavoring Gurus,Flower
1493,California,12,1.65,19.799999999999997,Pies,11,Edibles,2020-09-30,30,40,2020,2020-09-27,Sep,2020-09-01,569046,23332, Peach,Buddha Bakes,The Flavoring Gurus,Edibles
364,Nevada,12,0.83,9.959999999999999,Pure Releaf,11,Topical,2020-08-05,5,32,2020,2020-08-02,Aug,2020-08-01,562540,15036, Cannabis Coconut Oil,Naturally Mystic Organics,Craft Cannabis Concentrates,Concentrates
364,Nevada,12,2.1,25.200000000000003,Pure Releaf,11,Topical,2020-10-27,27,43,2020,2020-10-25,Oct,2020-10-01,573130,22867, Cannabis Coconut Oil,Naturally Mystic Organics,Craft Cannabis Concentrates,Vape Pens
365,Colorado,12,0.85,10.2,Pure Releaf,11,Topical,2020-11-22,22,47,2020,2020-11-22,Nov,2020-11-01,577850,22603, Cannabis Coconut Oil,Naturally Mystic Organics,Craft Concentrates,Concentrates
365,Colorado,12,1.25,15,Pure Releaf,11,Topical,2020-04-19,19,16,2020,2020-04-19,Apr,2020-04-01,550517,21872, Cannabis Coconut Oil,Naturally Mystic Organics,Craft Concentrates,Vape Pens
365,Colorado,12,0.95,11.399999999999999,Pure Releaf,11,Topical,2020-04-26,26,17,2020,2020-04-26,Apr,2020-04-01,551088,84970L, Cannabis Coconut Oil,Naturally Mystic Organics,Craft Concentrates,Edibles
366,California,12,0.39,4.68,Pure Releaf,11,Topical,2020-06-19,19,25,2020,2020-06-14,Jun,2020-06-01,557264,35923, Cannabis Coconut Oil,Naturally Mystic Organics,Crafted Cannabis Co.,Vapes
367,California,12,0.42,5.04,Pure Releaf,11,Topical,2020-06-06,6,23,2020,2020-05-31,May,2020-05-01,555584,22915, Cannabis Coconut Oil,Naturally Mystic Organics,Crafted Hemp & CBD Co.,Vapes
368,California,12,1.65,19.799999999999997,Pure Releaf,11,Topical,2020-09-08,8,36,2020,2020-09-06,Sep,2020-09-01,566023,22561, Cannabis Shea Balm,Naturally Mystic Organics,CREAM Cannabis Confectionery,Edibles
371,California,12,1.25,15,Pure Releaf,11,Topical,2020-07-07,7,27,2020,2020-07-05,Jul,2020-07-01,559310,21926, Cannabis Shea Balm,Naturally Mystic Organics,Critical Concentrates,Concentrates
372,California,12,1.25,15,Pure Releaf,11,Topical,2020-12-05,5,49,2020,2020-11-29,Nov,2020-11-01,537163,21914, Cannabis Shea Balm,Naturally Mystic Organics,Critical Pain Relief,Medical
776,California,12,1.65,19.799999999999997,Bath Bomb,10,Topical,2020-08-09,9,32,2020,2020-08-09,Aug,2020-08-01,562806,23321, Lifted Lemon,Bubble And Buds,HoneyBeeBuzzed,Edibles
776,California,12,0.85,10.2,Bath Bomb,10,Bath,2020-08-31,31,35,2020,2020-08-30,Aug,2020-08-01,564963,22586, Lifted Lemon,Bubble And Buds,HoneyBeeBuzzed,Edibles
779,Washington,12,0.85,10.2,Bath Bomb,10,Topical,2020-08-18,18,33,2020,2020-08-16,Aug,2020-08-01,563733,22909, Cherry Almond,Bubble And Buds,Hood River Extracts,Flower
779,Washington,12,0.65,7.800000000000001,Bath Bomb,10,Topical,2020-09-02,2,36,2020,2020-08-30,Aug,2020-08-01,565321,21987, Cherry Almond,Bubble And Buds,Hood River Extracts,Concentrates
779,Washington,12,0.42,5.04,Bath Bomb,10,Bath,2020-07-13,13,28,2020,2020-07-12,Jul,2020-07-01,559909,22035, Cherry Almond,Bubble And Buds,Hood River Extracts,Flower
779,Washington,12,0.55,6.6000000000000005,Bath Bomb,10,Bath,2020-10-06,6,40,2020,2020-10-04,Oct,2020-10-01,569904,82578, Cherry Almond,Bubble And Buds,Hood River Extracts,Concentrates
781,California,12,1.25,15,Bath Bomb,10,Topical,2020-09-01,1,35,2020,2020-08-30,Aug,2020-08-01,565219,23346, Brownie Batter,Bubble And Buds,Hot Nife,Vapes
781,California,12,0.85,10.2,Bath Bomb,10,Bath,2020-10-20,20,42,2020,2020-10-18,Oct,2020-10-01,571940,22578, Brownie Batter,Bubble And Buds,Hot Nife,Vapes
791,California,12,2.95,35.400000000000006,Bath Bomb,10,Topical,2020-11-03,3,44,2020,2020-11-01,Nov,2020-11-01,574284,23322, Honeysuckle & Lemon,Bubble And Buds,Humboldt Pure,Flower
791,California,12,3.75,45,Bath Bomb,10,Topical,2020-09-09,9,37,2020,2020-09-06,Sep,2020-09-01,566163,22726, Honeysuckle & Lemon,Bubble And Buds,Humboldt Pure,Concentrates
791,California,12,0.85,10.2,Bath Bomb,10,Bath,2020-05-05,5,18,2020,2020-05-03,May,2020-05-01,551982,51014A, Honeysuckle & Lemon,Bubble And Buds,Humboldt Pure,Flower
791,California,12,0.42,5.04,Bath Bomb,10,Bath,2020-06-27,27,26,2020,2020-06-21,Jun,2020-06-01,558237,22717, Honeysuckle & Lemon,Bubble And Buds,Humboldt Pure,Concentrates
792,California,12,0.39,4.68,Bath Bomb,10,Topical,2020-12-08,8,49,2020,2020-12-06,Dec,2020-12-01,581383,35967, Lavender,Bubble And Buds,Humboldt Seed Organization (SPAIN),Flower
792,California,12,1.45,17.4,Bath Bomb,10,Bath,2020-11-21,21,47,2020,2020-11-15,Nov,2020-11-01,577746,22549, Lavender,Bubble And Buds,Humboldt Seed Organization (SPAIN),Flower
144,Oregon,12,4.15,49.800000000000004,Bubble Bar,10,Topical,2020-11-10,10,45,2020,2020-11-08,Nov,2020-11-01,575656,23240,NA,De La Beuh,Blaze,Flower
144,Oregon,12,1.45,17.4,Bubble Bar,10,Topical,2020-10-20,20,42,2020,2020-10-18,Oct,2020-10-01,572075,22620,NA,De La Beuh,Blaze,Concentrates
144,Oregon,12,1.65,19.799999999999997,Bubble Bar,10,Topical,2020-01-12,12,2,2020,2020-01-12,Jan,2020-01-01,540976,21731,NA,De La Beuh,Blaze,Edibles
144,Oregon,12,1.25,15,Bubble Bar,10,Bath,2020-05-13,13,20,2020,2020-05-10,May,2020-05-01,553044,21746,NA,De La Beuh,Blaze,Flower
144,Oregon,12,0.42,5.04,Bubble Bar,10,Bath,2020-06-19,19,25,2020,2020-06-14,Jun,2020-06-01,557275,22029,NA,De La Beuh,Blaze,Concentrates
144,Oregon,12,1.69,20.28,Bubble Bar,10,Bath,2020-11-06,6,45,2020,2020-11-01,Nov,2020-11-01,574678,21833,NA,De La Beuh,Blaze,Edibles
782,Washington,12,0.65,7.800000000000001,Bubble Bar,10,Topical,2020-02-07,7,6,2020,2020-02-02,Feb,2020-02-01,543370,22918, Berry Punch,Bubble And Buds,Hot Sugar!,Edibles
782,Washington,12,0.42,5.04,Bubble Bar,10,Bath,2020-10-07,7,41,2020,2020-10-04,Oct,2020-10-01,570121,21519, Berry Punch,Bubble And Buds,Hot Sugar!,Edibles
783,California,12,1.65,19.799999999999997,Bubble Bar,10,Topical,2020-11-16,16,46,2020,2020-11-15,Nov,2020-11-01,576787,21329, Pink Lemonade,Bubble And Buds,House of Clones,Flower
783,California,12,1.95,23.4,Bubble Bar,10,Bath,2020-07-07,7,27,2020,2020-07-05,Jul,2020-07-01,559256,85132C, Pink Lemonade,Bubble And Buds,House of Clones,Flower
784,California,12,1.95,23.4,Bubble Bar,10,Topical,2020-02-22,22,8,2020,2020-02-16,Feb,2020-02-01,544657,22630, Orange Dream,Bubble And Buds,House of Loud,Concentrates
784,California,12,4.95,59.400000000000006,Bubble Bar,10,Bath,2020-10-07,7,41,2020,2020-10-04,Oct,2020-10-01,570167,23404, Orange Dream,Bubble And Buds,House of Loud,Concentrates
787,California,12,2.95,35.400000000000006,Bubble Bar,10,Topical,2020-10-21,21,43,2020,2020-10-18,Oct,2020-10-01,572229,22910, Passion Fruit & Cannabis,Bubble And Buds,Humboldt Apothecary,Edibles
787,California,12,0.42,5.04,Bubble Bar,10,Bath,2020-09-25,25,39,2020,2020-09-20,Sep,2020-09-01,568202,22037, Passion Fruit & Cannabis,Bubble And Buds,Humboldt Apothecary,Edibles
153,California,12,0.83,9.959999999999999,Canna Balm,10,Topical,2020-09-08,8,36,2020,2020-09-06,Sep,2020-09-01,566006,23225,NA,Doc Greens,Blizzard Extracts,Concentrates
702,Colorado,12,0.38,4.5600000000000005,Canna Balm,10,Topical,2020-04-19,19,16,2020,2020-04-19,Apr,2020-04-01,550621,17091A, Warm Relief,Natural Cannabis Company,Hash Boyz,Concentrates
706,Oregon,12,2.1,25.200000000000003,Canna Balm,10,Topical,2020-05-19,19,20,2020,2020-05-17,May,2020-05-01,553901,82582, Eucalyptus (2oz),Natural Cannabis Company,Head Stash Horticulture,Flower
707,Alberta,12,1.65,19.799999999999997,Canna Balm,10,Topical,2020-05-22,22,21,2020,2020-05-17,May,2020-05-01,554062,22906, Eucalyptus (.5oz),Natural Cannabis Company,Headstash MMJ (CANADA),Concentrates
707,Alberta,12,2.1,25.200000000000003,Canna Balm,10,Topical,2020-09-12,12,37,2020,2020-09-06,Sep,2020-09-01,566345,84375, Eucalyptus (.5oz),Natural Cannabis Company,Headstash MMJ (CANADA),Edibles
708,Alberta,12,2.49,29.880000000000003,Canna Balm,10,Topical,2020-05-18,18,20,2020,2020-05-17,May,2020-05-01,553685,23093, Peppermint (2oz),Natural Cannabis Company,Heady Heads,Concentrates
710,Colorado,12,2.95,35.400000000000006,Canna Balm,10,Topical,2020-08-05,5,32,2020,2020-08-02,Aug,2020-08-01,562516,22083, Lemongrass (2oz),Natural Cannabis Company,Heartland Industries,Featured
710,Colorado,12,0.85,10.2,Canna Balm,10,Topical,2020-07-28,28,30,2020,2020-07-26,Jul,2020-07-01,561675,22907, Lemongrass (2oz),Natural Cannabis Company,Heartland Industries,Flower
710,Colorado,12,0.85,10.2,Canna Balm,10,Topical,2020-09-16,16,38,2020,2020-09-13,Sep,2020-09-01,567104,22907, Lemongrass (2oz),Natural Cannabis Company,Heartland Industries,Concentrates
710,Colorado,12,1.45,17.4,Canna Balm,10,Topical,2020-07-26,26,30,2020,2020-07-26,Jul,2020-07-01,561314,22293, Lemongrass (2oz),Natural Cannabis Company,Heartland Industries,Seeds & Clones
711,California,12,0.42,5.04,Canna Balm,10,Topical,2020-05-22,22,21,2020,2020-05-17,May,2020-05-01,554103,22983, Lemongrass (.5oz),Natural Cannabis Company,Heavenly Sweet,Edibles
712,California,12,1.25,15,Canna Balm,10,Topical,2020-10-18,18,42,2020,2020-10-18,Oct,2020-10-01,571564,23503, Lavender (2oz),Natural Cannabis Company,Heavy Edibles,Edibles
713,California,12,0.39,4.68,Canna Balm,10,Topical,2020-11-24,24,47,2020,2020-11-22,Nov,2020-11-01,578348,22403, Lavender (.5oz),Natural Cannabis Company,Heavy Hitters,Concentrates
713,California,12,1.95,23.4,Canna Balm,10,Topical,2020-05-26,26,21,2020,2020-05-24,May,2020-05-01,554826,22431, Lavender (.5oz),Natural Cannabis Company,Heavy Hitters,Vape Pens
713,California,12,0.83,9.959999999999999,Canna Balm,10,Topical,2020-09-20,20,38,2020,2020-09-20,Sep,2020-09-01,567378,23432, Lavender (.5oz),Natural Cannabis Company,Heavy Hitters,Batteries
280,California,12,0.42,5.04,CannaBalm,10,Topical,2020-05-24,24,21,2020,2020-05-24,May,2020-05-01,554382,22817, 2oz,Suspiciously Delicious,Cascadia Reserve,Vapes
281,California,12,1.25,15,CannaBalm,10,Topical,2020-12-06,6,49,2020,2020-12-06,Dec,2020-12-01,537350,84946, 2oz,Suspiciously Delicious,CBD Alive,Medical
283,California,12,0.83,9.959999999999999,CannaBalm,10,Topical,2020-11-22,22,47,2020,2020-11-22,Nov,2020-11-01,578086,23353, 2oz,Suspiciously Delicious,CBD Crew (SPAIN),Flower
284,California,12,1.65,19.799999999999997,CannaBalm,10,Topical,2020-12-06,6,49,2020,2020-12-06,Dec,2020-12-01,537388,22469, .5oz,Suspiciously Delicious,CBD Cure (UK),Concentrates
284,California,12,1.65,19.799999999999997,CannaBalm,10,Topical,2020-11-22,22,47,2020,2020-11-22,Nov,2020-11-01,578056,23192, .5oz,Suspiciously Delicious,CBD Cure (UK),Edibles
284,California,12,0.95,11.399999999999999,CannaBalm,10,Topical,2020-10-07,7,41,2020,2020-10-04,Oct,2020-10-01,570011,23145, .5oz,Suspiciously Delicious,CBD Cure (UK),Medical
285,California,12,1.95,23.4,CannaBalm,10,Topical,2020-06-17,17,25,2020,2020-06-14,Jun,2020-06-01,557247,22630, .5oz,Suspiciously Delicious,CBD Drip,Vapes
285,California,12,4.15,49.800000000000004,CannaBalm,10,Topical,2020-07-07,7,27,2020,2020-07-05,Jul,2020-07-01,559199,23240, .5oz,Suspiciously Delicious,CBD Drip,Medical
1117,Colorado,12,1.65,19.799999999999997,Cannalollies,10,Edibles,2020-11-08,8,45,2020,2020-11-08,Nov,2020-11-01,575137,23571, Ginger Ale,Applied Synergy Botanicals,Oil Stix,Concentrates
1117,Colorado,12,1.25,15,Cannalollies,10,Edibles,2020-05-10,10,19,2020,2020-05-10,May,2020-05-01,552551,21871, Ginger Ale,Applied Synergy Botanicals,Oil Stix,Vape Pens
1117,Colorado,12,1.65,19.799999999999997,Cannalollies,10,Edibles,2020-10-24,24,43,2020,2020-10-18,Oct,2020-10-01,572452,23249, Ginger Ale,Applied Synergy Botanicals,Oil Stix,Batteries
1117,Colorado,12,0.65,7.800000000000001,Cannalollies,10,Candy,2020-10-04,4,40,2020,2020-10-04,Oct,2020-10-01,569470,21879, Ginger Ale,Applied Synergy Botanicals,Oil Stix,Concentrates
1117,Colorado,12,1.25,15,Cannalollies,10,Candy,2020-06-13,13,24,2020,2020-06-07,Jun,2020-06-01,556531,22771, Ginger Ale,Applied Synergy Botanicals,Oil Stix,Vape Pens
1117,Colorado,12,1.69,20.28,Cannalollies,10,Candy,2020-03-21,21,12,2020,2020-03-15,Mar,2020-03-01,547203,84849B, Ginger Ale,Applied Synergy Botanicals,Oil Stix,Batteries
1118,Colorado,12,1.95,23.4,Cannalollies,10,Edibles,2020-11-04,4,45,2020,2020-11-01,Nov,2020-11-01,574544,23360, Raspberry,Applied Synergy Botanicals,Oil Works,Concentrates
1118,Colorado,12,0.55,6.6000000000000005,Cannalollies,10,Candy,2020-11-22,22,47,2020,2020-11-22,Nov,2020-11-01,577861,82580, Raspberry,Applied Synergy Botanicals,Oil Works,Concentrates
1119,Colorado,12,0.85,10.2,Cannalollies,10,Edibles,2020-12-17,17,51,2020,2020-12-13,Dec,2020-12-01,539337,22963, Strawberry,Applied Synergy Botanicals,Old Growth Extracts (CANADA),Concentrates
1119,Colorado,12,1.25,15,Cannalollies,10,Candy,2020-09-28,28,39,2020,2020-09-27,Sep,2020-09-01,568654,21872, Strawberry,Applied Synergy Botanicals,Old Growth Extracts (CANADA),Concentrates
1123,Washington,12,2.08,24.96,Cannalollies,10,Edibles,2020-05-12,12,19,2020,2020-05-10,May,2020-05-01,552877,21166, Wild Cherry,Applied Synergy Botanicals,Omega Blends,Flower
1123,Washington,12,1.45,17.4,Cannalollies,10,Candy,2020-03-08,8,10,2020,2020-03-08,Mar,2020-03-01,545980,22969, Wild Cherry,Applied Synergy Botanicals,Omega Blends,Flower
1124,Washington,12,2.95,35.400000000000006,Cannalollies,10,Edibles,2020-12-09,9,50,2020,2020-12-06,Dec,2020-12-01,538108,22470, Lemonade,Applied Synergy Botanicals,Omega Oil,Vapes
1124,Washington,12,0.42,5.04,Cannalollies,10,Candy,2020-01-17,17,3,2020,2020-01-12,Jan,2020-01-01,541405,22037, Lemonade,Applied Synergy Botanicals,Omega Oil,Vapes
1014,California,12,1.45,17.4,Chocolate Hashberry,10,Flowers,2020-07-13,13,28,2020,2020-07-12,Jul,2020-07-01,559907,21974, Pre-roll,Emeralds,Medipops!,Edibles
1014,California,12,1.25,15,Chocolate Hashberry,10,Pre-Roll,2020-11-24,24,47,2020,2020-11-22,Nov,2020-11-01,578515,85034C, Pre-roll,Emeralds,Medipops!,Edibles
1568,California,12,1.25,15,Mini Shrapnel Pink Label,10,Edibles,2020-04-04,4,14,2020,2020-03-29,Mar,2020-03-01,548737,22892, Watermelon,Lunchbox Alchemy,True Gold Labs,Concentrates
1568,California,11,0,0,Mini Shrapnel Pink Label,10,Edibles,2020-11-07,7,45,2020,2020-11-01,Nov,2020-11-01,574904,85017B, Watermelon,Lunchbox Alchemy,True Gold Labs,Vape Pens
1568,California,11,5.79,63.69,Mini Shrapnel Pink Label,10,Candy,2020-11-30,30,48,2020,2020-11-29,Nov,2020-11-01,579787,22666, Watermelon,Lunchbox Alchemy,True Gold Labs,Concentrates
1568,California,11,6.77,74.47,Mini Shrapnel Pink Label,10,Candy,2020-12-14,14,50,2020,2020-12-13,Dec,2020-12-01,538877,22326, Watermelon,Lunchbox Alchemy,True Gold Labs,Vape Pens
1569,California,11,2.51,27.61,Mini Shrapnel Pink Label,10,Edibles,2020-12-06,6,49,2020,2020-12-06,Dec,2020-12-01,537240,21232, Peach,Lunchbox Alchemy,True Humboldt,Flower
1569,California,11,4.13,45.43,Mini Shrapnel Pink Label,10,Candy,2020-11-08,8,45,2020,2020-11-08,Nov,2020-11-01,575138,85099C, Peach,Lunchbox Alchemy,True Humboldt,Flower
1570,Oregon,11,2.46,27.06,Mini Shrapnel Pink Label,10,Edibles,2020-11-25,25,48,2020,2020-11-22,Nov,2020-11-01,578833,23351, Orange,Lunchbox Alchemy,True Terpenes,Concentrates
1570,Oregon,11,0.83,9.129999999999999,Mini Shrapnel Pink Label,10,Edibles,2020-06-16,16,24,2020,2020-06-14,Jun,2020-06-01,557112,21094, Orange,Lunchbox Alchemy,True Terpenes,Edibles
1570,Oregon,10,2.08,20.8,Mini Shrapnel Pink Label,10,Candy,2020-07-11,11,28,2020,2020-07-05,Jul,2020-07-01,559684,23199, Orange,Lunchbox Alchemy,True Terpenes,Concentrates
1570,Oregon,10,2.08,20.8,Mini Shrapnel Pink Label,10,Candy,2020-11-18,18,47,2020,2020-11-15,Nov,2020-11-01,577182,23199, Orange,Lunchbox Alchemy,True Terpenes,Edibles
1571,Nevada,10,0.85,8.5,Mini Shrapnel Pink Label,10,Edibles,2020-11-09,9,45,2020,2020-11-08,Nov,2020-11-01,575387,20719, Grape,Lunchbox Alchemy,Tryke,Flower
1571,Nevada,10,2.08,20.8,Mini Shrapnel Pink Label,10,Candy,2020-09-02,2,36,2020,2020-08-30,Aug,2020-08-01,565238,21931, Grape,Lunchbox Alchemy,Tryke,Flower
1572,Colorado,10,1.65,16.5,Mini Shrapnel Pink Label,10,Edibles,2020-12-15,15,50,2020,2020-12-13,Dec,2020-12-01,538903,22739, Blue Raspberry,Lunchbox Alchemy,Tumble Weed Vapes,Vapes
1572,Colorado,10,0.42,4.2,Mini Shrapnel Pink Label,10,Candy,2020-01-25,25,4,2020,2020-01-19,Jan,2020-01-01,542100,84745B, Blue Raspberry,Lunchbox Alchemy,Tumble Weed Vapes,Vapes
438,California,10,2.08,20.8,Snake Oil,9,Concentrate,2020-05-31,31,22,2020,2020-05-31,May,2020-05-01,555101,20711, Bulk,Canna Magic,Down to Dab Extracts,Concentrates
438,California,10,2.95,29.5,Snake Oil,9,Concentrate,2020-10-23,23,43,2020,2020-10-18,Oct,2020-10-01,572281,22086, Bulk,Canna Magic,Down to Dab Extracts,Vape Pens
438,California,10,1.65,16.5,Snake Oil,9,Concentrate,2020-11-06,6,45,2020,2020-11-01,Nov,2020-11-01,574684,22384, Bulk,Canna Magic,Down to Dab Extracts,Medical
438,California,10,2.08,20.8,Snake Oil,9,Topical,2020-05-20,20,21,2020,2020-05-17,May,2020-05-01,553940,21931, Bulk,Canna Magic,Down to Dab Extracts,Concentrates
438,California,10,6.95,69.5,Snake Oil,9,Topical,2020-11-17,17,46,2020,2020-11-15,Nov,2020-11-01,577056,90160C, Bulk,Canna Magic,Down to Dab Extracts,Vape Pens
438,California,10,1.25,12.5,Snake Oil,9,Topical,2020-11-14,14,46,2020,2020-11-08,Nov,2020-11-01,576239,22681, Bulk,Canna Magic,Down to Dab Extracts,Medical
438,California,10,4.13,41.3,Snake Oil,9,RSO,2020-11-13,13,46,2020,2020-11-08,Nov,2020-11-01,575947,22144, Bulk,Canna Magic,Down to Dab Extracts,Concentrates
438,California,10,2.08,20.8,Snake Oil,9,RSO,2020-05-31,31,22,2020,2020-05-31,May,2020-05-01,555133,21931, Bulk,Canna Magic,Down to Dab Extracts,Vape Pens
438,California,10,1.65,16.5,Snake Oil,9,RSO,2020-06-19,19,25,2020,2020-06-14,Jun,2020-06-01,557277,20727, Bulk,Canna Magic,Down to Dab Extracts,Medical
464,California,10,2.08,20.8,Snake Oil,9,Concentrate,2020-09-28,28,39,2020,2020-09-27,Sep,2020-09-01,568688,23203, 1 gram Capsule,Canna Magic,Earth Milk,Medical
464,California,10,2.08,20.8,Snake Oil,9,Topical,2020-08-10,10,32,2020,2020-08-09,Aug,2020-08-01,562890,22386, 1 gram Capsule,Canna Magic,Earth Milk,Medical
464,California,10,1.65,16.5,Snake Oil,9,RSO,2020-09-23,23,39,2020,2020-09-20,Sep,2020-09-01,568047,22738, 1 gram Capsule,Canna Magic,Earth Milk,Medical
1047,California,10,1.95,19.5,Snake Oil,9,Concentrate,2020-12-13,13,50,2020,2020-12-13,Dec,2020-12-01,538659,22411, I gr,Canna Magic,Morsel Bakery,Edibles
1047,California,10,1.25,12.5,Snake Oil,9,Topical,2020-01-26,26,4,2020,2020-01-26,Jan,2020-01-01,542231,21355, I gr,Canna Magic,Morsel Bakery,Edibles
1047,California,10,2.08,20.8,Snake Oil,9,RSO,2020-08-18,18,33,2020,2020-08-16,Aug,2020-08-01,563733,21928, I gr,Canna Magic,Morsel Bakery,Edibles
331,California,10,0.83,8.299999999999999,Bath Salts,8,Topical,2020-06-22,22,25,2020,2020-06-21,Jun,2020-06-01,557793,23167, Sore Muscle & Joint Relief,Canna Care,Clean Pharmaceuticals,Edibles
331,California,10,2.08,20.8,Bath Salts,8,Topical,2020-06-23,23,25,2020,2020-06-21,Jun,2020-06-01,557849,21928, Sore Muscle & Joint Relief,Canna Care,Clean Pharmaceuticals,Medical
331,California,10,1.65,16.5,Bath Salts,8,Bath,2020-11-02,2,44,2020,2020-11-01,Nov,2020-11-01,574069,20725, Sore Muscle & Joint Relief,Canna Care,Clean Pharmaceuticals,Edibles
